comment,contentposprob,contentnegprob,contentconfi,contentsenti
"('无比心痛班主任老师我们学校有个姐姐那一年带六年级班上有个学生假期溺亡了她很长一段时间睡不着觉一闭眼全是那孩子的模样从此她再也没当过班主任了',)",0.000921015,0.999079,0.997953,0
"('我很抱歉我是这次舆情发酵里面很愤怒的那群人确实被人当枪但事情结果出来了只剩下唏嘘不知该怪谁但如果有下一次我还是会很愤怒希望有公证清楚的官方说法',)",0.000266769,0.999733,0.999407,0
"('再过多纠结这件事也没有意义了现在还是该关注问题本身做好学生心里疏导',)",0.00355265,0.996447,0.992105,0
"('警惕借各种机会就行颜色革命',)",0.0425873,0.957413,0.905362,0
"('老师好难啊',)",0.302141,0.697859,0.328575,0
"('从这两年的青少年跳楼事件真的不难看出现在的家长对孩子的心理健康是多么不重视但是家长压力来源太多了独生教育资源及负担也能理解不知道该怎么说该怪谁该怎么办',)",0.00183907,0.998161,0.995913,0
"('请务必做好学生的心理工作避免此类事件再次发生',)",0.000603845,0.999396,0.998658,0
"('看了视频心里难受不放视频又不能服众',)",0.000557765,0.999442,0.998761,0
"('信不信这时候对孩子母亲喊打喊杀的和泼水给政府的是同一波甚至可能还是举白花花的策划者受害者不就是他们造势挡枪背锅的最佳候选人嘛已经看见几个对当事人特别恶意恶语的微账号都是那种特别奇怪的空微博了这些人那是一定要把猎物的血吸干的',)",0.000448547,0.999551,0.999003,0
"('当时看见很多人说一些对祖国母亲很不好的话很难受中国本是一个多灾多难的国家从改革开放以来一代代人付出了太多心酸血泪史迎来了如今的繁荣昌盛也让很多发达国家对中国很不满时刻想插手中国内政故意制造矛盾煽风点火企图想破坏中国稳定的社会秩序中国很大很多政策利国利民',)",0.11452,0.88548,0.745511,0
"('说当事人妈妈撒谎的麻烦你们不要跟风断章取义说人家撒谎了微博明明白白写的看了监控唯独事发那一段没有监控还有是从警方那里才得知救护车八点半来的可能学校警方当事人三方信息没有及时互通产生了误会根据详细报道看时间线能看出来当事人妈妈并没有撒谎',)",0.000363376,0.999637,0.999193,0
"('现在都在网暴逝者和他父母',)",0.957087,0.0429133,0.904637,2
"('哎官方回应的不给力才让不安好心的人钻了空子好在媒体顶上了',)",0.00160383,0.998396,0.996436,0
"('还是央妈给大家一个清楚的事实',)",0.00299368,0.997006,0.993347,0
"('真相已经公布天下了愿逝者安息',)",0.781217,0.218783,0.513815,2
"('一开始引起我注意的就是有人说这孩子一死亡直接被学校送殡仪馆给火化了火化了就离谱没有家属签名也能给火化这么离谱的事怎么可能不引起民愤啊后来才知道是假的人林妈妈压根没说孩子火化了是一堆人在乱传乱说这事无语子以后看新闻得隔几天看了',)",3.41589e-06,0.999997,0.999992,0
"('不是一网友也太跟着舆论跑了一开始林妈妈微博一发各个声讨学校和教育局讨要说法现在结果一公开又开始声讨林妈妈做法不妥是不是现在说林妈的当时吐槽学校的又是一批呢',)",0.00089097,0.999109,0.99802,0
"('营销号能管管吗吃完人血馒头若无其事',)",0.00265846,0.997342,0.994092,0
"('有人居然想冲进去当时警察不在那里看守着学校里还有这么多学生住宿学生呢那么大一个学校万一有不法分子混进去搞事情怎么办要保证其他学生的安全的呀毕竟混在那个人群中很多从外地专程跑过去的不知道什么鬼想想真后怕',)",0.0146379,0.985362,0.967471,0
"('那这个人是谁过来表演的制造爆点跟以前香港的‘黄尸’一样好好查一下揪出背后的团体～',)",0.712357,0.287643,0.360794,2
"('有些所谓的大v公众号真是唯恐天下不乱亲眼目睹都不一定是真的你们道听途说就各种转发猜测质疑甚至引导舆论网络真是大杂烩害鸟太多',)",0.000214084,0.999786,0.999524,0
"('学生心理方面以后可以多多关注',)",0.988224,0.0117762,0.973831,2
"('愿逝者安息',)",0.995944,0.00405583,0.990987,2
"('家长要多关心点周围朋友觉得什么不对的报告给老师多寻求帮助',)",0.195992,0.804008,0.564462,0
"('逝者安息',)",0.994784,0.00521606,0.988409,2
"('大家在保持热情和善良的时候还一定要多理智啊',)",0.982083,0.0179171,0.960184,2
"('那些天天刷49中的营销号呢',)",0.13216,0.86784,0.706312,0
"('警察太难做了哎',)",0.000427636,0.999572,0.99905,0
"('希望母亲节哀顺变搞颜色的抓起来',)",0.192697,0.807303,0.571784,0
"('逝者安息',)",0.994784,0.00521606,0.988409,2
"('群众有监督权参与权知情权但是还是要按照法律要不然党和国家数次修改法律是干嘛用的',)",0.022017,0.977983,0.951073,0
"('个人猜想本次事件的关键点在于监控录像或许国家层面初期是看舆论越来越大有人推波助澜正好将计就计让其发酵钓鱼随后在直接放出录像结束游戏这次事件在鉴别不明势力的同时也算是给民众打了一剂预防针如果真是个局那实在是高啊',)",0.0001002,0.9999,0.999777,0
"('真是好大的风一开始一堆人说什么监控坏了孩子未经父母同意的情况下火化又说学校的同学和老师被封口等等一堆问题网友们肯定疯啊学校给的声明也零模两可好多媒体报道啊大家情绪被影响也是无可厚非毕竟现在的学校确实有一些黑暗的地方大家都是学生出身难免代入',)",0.00103042,0.99897,0.99771,0
"('最无辜的就是孩子和那个被匿名爆的老师了老师什么都没做',)",0.0223803,0.97762,0.950266,0
"('我真觉得有人在捣乱我身边的女性都得到了很好的尊重也全都不打拳不知道为什么一上微博就开始全员打拳带节奏的建议严查',)",0.00895453,0.991045,0.980101,0
"('终于水落石出',)",0.976207,0.023793,0.947127,2
"('本来想保留孩子的隐私不想把录像公布于众的现在好了马都没有全给你们看了那些求真相求视频的满意了吗这是你们要的答案吗你们要的是真相吗只不过吃人血馒头罢了你们人人都成了鲁迅说是这是一个吃人的社会结果你们才是吃人的人还不吐骨头',)",5.23781e-05,0.999948,0.999883,0
"('突然明白为什么官方一开始通报写这么简略了其实是在保护死者隐私和母亲要不是网友们咄咄逼人要公布视频他和他母亲也不至于成为这么多人茶余饭后的谈资',)",0.00659115,0.993409,0.985353,0
"('网传警察拖行死者家属系不实消息',)",0.00266517,0.997335,0.994077,0
"('把儿子最后一丝尊严都扒了下来以后每天都可以在网上看到儿子跳楼的视频我没有办法同情这样的人',)",0.686016,0.313984,0.302258,2
"('最可怜的是孩子即使他自身承受能力有问题他也本应该受到正确的引导和关心',)",0.039022,0.960978,0.913284,0
"('相信警察同时也要做好学生以及老师的心理疏导',)",0.957592,0.042408,0.90576,2
"('[过招]',)",0.956764,0.0432358,0.90392,2
"('别忘了保护好那个女生',)",0.706084,0.293916,0.346852,2
"('“别走是不是只有一碗粉”',)",0.00855013,0.99145,0.981,0
"('往后这种私人微博发个事带上脑子吃瓜家长没炒作这事根本起不了警方都没查就微博曝光目的不纯正常来说都是警方结案有疑问再曝光啊大家带脑子',)",1.73796e-05,0.999983,0.999961,0
"('微博该整治了吧这节奏把网友往死里带',)",0.0030133,0.996987,0.993304,0
"('逝者已矣生者节哀',)",0.886282,0.113718,0.747294,2
"('走好',)",0.624728,0.375272,0.166061,2
"('逝者安息也希望理智冷静看待',)",0.776115,0.223885,0.502477,2
"('关注这个新班主任的心理健康还有那个遭受无妄之灾的老师',)",0.99214,0.00785985,0.982534,2
"('原以为她们只是为寻求真相殊不知完全偏离了',)",0.000294086,0.999706,0.999346,0
"('调查的时间远远没有键盘侠的手快',)",0.0177103,0.98229,0.960644,0
"('信任央爸逝者安息',)",0.990053,0.00994721,0.977895,2
"('我现在觉得那句话真的太对了未知全貌不予置评我也要检讨自己',)",0.0261357,0.973864,0.941921,0
"('唉肯请国家成立专案组调查西藏冒险王落水遇难事件真相同行者故意不施救见死不救也是犯罪',)",0.000443013,0.999557,0.999016,0
"('微博人只想吃人血馒头一个会在偏僻水泵楼顶自杀留着遗书的人是个想留尊严的体面人却连割腕的视频都被发了出来为什么在母亲节这天自杀没有人想过吗',)",0.00245915,0.997541,0.994535,0
"('真的该好好治治营销号了还好带节奏的我不信国家出手的话背后使者查不出来',)",0.104075,0.895925,0.768723,0
"('所以人要有自己的思想而不是盲目跟风',)",0.110175,0.889825,0.755166,0
"('美利坚推特治国大中华微博办案',)",0.926859,0.073141,0.837465,2
"('唉马上就要高考了这个孩子也是可怜学校学生们也要安抚好以及借此做乱的人什么居心',)",0.0124666,0.987533,0.972296,0
"('请严查新浪微博这个脏窝吧为什么不约谈微博',)",0.000254232,0.999746,0.999435,0
"('唉～',)",0.00219125,0.997809,0.995131,0
"('国外敌特分子要搞颜色革命带节奏皮痒了',)",0.0262746,0.973725,0.941612,0
"('警惕颜色革命强化国民素质',)",0.247841,0.752159,0.449242,0
"('逝者安息还是给学校的学生心理辅导一下吧',)",0.665877,0.334123,0.257504,2
"('小孩的内心如何治愈才不会坠“海底”呀',)",0.444612,0.555388,0.0119726,0
"('真相就在这',)",0.202818,0.797182,0.549294,0
"('愿逝者安息希望他的爸爸妈妈好好的也希望年轻的孩子们真爱生命',)",0.999855,0.000145467,0.999677,2
"('舆论真的太容易被煽动了这个妈妈的发言一开始就很多低级错误和疑点但是“正义”网友可不管了别人稍带带节奏自己主动往学校背景黑幕zf身上靠当时谁敢说话立马被围攻',)",0.00751803,0.992482,0.983293,0
"('孩子选择在母亲节结束自己孩子为什么自杀可能只有一个人最清楚了然而她却拿走了他最后的体面让他曝光于全世界中孩子希望天堂没有痛苦在天堂能幸福快乐来生投个好人家',)",0.627045,0.372955,0.171212,2
"('为什么小孩会“自杀”希望家长和学校都多关注儿童青少年的生活和心理健康不要只关心成绩',)",0.0313064,0.968694,0.93043,0
"('我就很纳闷本来一件很简单的事儿孩子没了为什么不让父母进学校能回答这个问题就行了',)",0.00352267,0.996477,0.992172,0
"('这个妈妈也没想到她带的节奏会引发这么大的舆论已经不是她能控制得了国家不得不把她孩子临终前割腕的画面放出来',)",0.114861,0.885139,0.744753,0
"('合理质疑网上可以有但是上升到地区国家那就真的有毛病了这种乱带节奏的说不准真有问题',)",0.00221499,0.997785,0.995078,0
"('唉只能叹息一个生命就这样离开',)",0.000607175,0.999393,0.998651,0
"('安息',)",0.969395,0.0306052,0.931988,2
"('成功不是凭梦想和希望而是凭努力和实践',)",0.90439,0.0956102,0.787533,2
"('胡锡进出来走两步',)",0.691645,0.308355,0.314767,2
"('觉得这个孩子好可惜好可怜有什么想不开的啊大好的青春岁月希望安息吧',)",0.960936,0.0390637,0.913192,2
"('谁能来关注一下老师尤其是班主任啊',)",0.428296,0.571704,0.0482304,0
"('会不会是境外势力在制造舆论感觉类似这种事就会被舆论带着跑一直是这样每次都闹得特别大',)",0.00201977,0.99798,0.995512,0
"('成华大道那个成华',)",0.857019,0.142981,0.682265,2
"('我觉得该算帐了成年人该为自己的行为负责',)",0.0323365,0.967664,0.928141,0
"('希望多些安抚49中师生心里的活动多多疏导他她们的心里',)",0.950066,0.0499345,0.889035,2
"('吃一堑长一智如果没做到非蠢即坏',)",0.00177355,0.998226,0.996059,0
"('真是不明白当初这那那这的发了一堆现在都哪去了我觉得得好好的惩治一下',)",0.000938743,0.999061,0.997914,0
"('今天晚上吃饭时候看共同关注特别报道了这件事事件很清晰明了',)",0.69369,0.30631,0.31931,2
"('所以到底为什么自杀呀',)",0.00400935,0.995991,0.99109,0
"('逝者安息',)",0.994784,0.00521606,0.988409,2
"('真相揭露后网友就为家属共情了说什么揭露真相是对妈妈的二次伤害难道就可以把公众当枪使不要忘了她妈妈知道真相了也不说话就是对公众最大的伤害把公众的情绪点燃就撒手不管这是没有道德的既然是她发起的也应该由她站出来发声可惜她最后还是没有发声但还好这个合理真相被揭露大家能接受',)",0.00168015,0.99832,0.996266,0
"('依法治国不是舆论治国舆论有监督的权利但是不能干扰司法',)",0.0194084,0.980592,0.95687,0
"('心情时好时坏一定是有抑郁症极大可能是家里造成的肯定是那天因为一些事导致心情崩溃走去自杀的路上一点犹豫都没有唉到底是什么事可以让他一点想活下去的欲望都没有啊',)",0.00115371,0.998846,0.997436,0
"('逝者安息',)",0.994784,0.00521606,0.988409,2
"('逝者安息',)",0.994784,0.00521606,0.988409,2
"('逝者安息相信国家',)",0.995836,0.00416412,0.990746,2
"('广东来的那几个不通报',)",0.0347204,0.96528,0.922844,0
"('逝者安息',)",0.994784,0.00521606,0.988409,2
"('死者为大入土为安就这样吧',)",0.0262133,0.973787,0.941748,0
"('逝者安心相信国家',)",0.997852,0.0021483,0.995226,2
"('唉逝者安息生者坚强',)",0.214986,0.785014,0.522253,0
"('真相别不信了',)",0.00302047,0.99698,0.993288,0
"('微博舆论又故态复萌了',)",0.0325637,0.967436,0.927636,0
"('平安成华底下多少人该死',)",0.0806103,0.91939,0.820866,0
"('希望每次都能看到理性的声音愿逝者安息',)",0.990415,0.00958537,0.978699,2
"('我不搞性别对立也不搞什么颜色革命就事论事还是挺惋惜这个我弟弟这个年龄的生命就这样逝去了也许心里最后一道防线崩断了才回去割腕无数次都没成功最后才跳楼的',)",0.000246341,0.999754,0.999453,0
"('看来美国的三个亿还是有作用舆情真的很好利用',)",0.941231,0.058769,0.869402,2
"('请严查境外势力输入微博女拳首当其冲',)",0.0207358,0.979264,0.95392,0
"('美欧先管好自己吧别一天在这搞我们',)",0.0350475,0.964953,0.922117,0
"('冷静看待问题之前一看就没敢轻易下结论',)",0.00359576,0.996404,0.992009,0
"('严惩别有用心之人不需要遮遮掩掩',)",0.96758,0.0324204,0.927955,2
"('境外势力亡我国之心不死啊',)",0.194125,0.805875,0.56861,0
"('逝者安息',)",0.994784,0.00521606,0.988409,2
"('真哒不懂为什么这么多人会相信一个人极度悲伤的母亲在失控的情绪下说的话哎稍微思考一下就知道谁是谁非了怪不得现今这么多人被网络诈骗',)",0.000356192,0.999644,0.999208,0
"('把那些去学校门口献花的美国狗全部抓起来',)",0.0140803,0.98592,0.96871,0
"('所以以后有些网友能不能不要太义愤填膺有点脑子好吗让子弹飞一会儿行吗',)",0.0660615,0.933938,0.853197,0
"('网络大环境畸形应该适当的再搞一次净网行动',)",0.062785,0.937215,0.860478,0
"('那些发声的明星是不是可以出来说两句真相大白了不发个声马伊琍包贝尔',)",0.0140859,0.985914,0.968698,0
"('愿逝者安息',)",0.995944,0.00405584,0.990987,2
"('没吃两碗粉但是肚子打开后人群都散了呀',)",0.0707851,0.929215,0.8427,0
"('请严查背后的节奏大师是谁不要每次都不了了之',)",0.0017386,0.998261,0.996136,0
"('逝者安息支持国家',)",0.999762,0.000237939,0.999471,2
"('wb一点都没点审核的作为作为一个平台没任何行动',)",0.0115211,0.988479,0.974398,0
"('警察同志辛苦了',)",0.831592,0.168408,0.625759,2
"('家长不要只看分数心理健康教育从家庭开始才能避免下一个同样悲剧',)",0.00118585,0.998814,0.997365,0
"('该事件爆出后在短时间内转载数十万条流量暴涨舆论持续发酵还是同样的套路还是熟悉的配方营销号带数字ID的号网上传教士的号僵尸号新号今天都很活跃啊到处转发评论和控评看来三亿美元拨款下来了今天至少被四个带节奏的号删贴控评拉黑了',)",0.000893239,0.999107,0.998015,0
"('别搞笑了这事件能引爆全网舆情四起原因很简单第一学校反常理举动关键监控缺失阻止学生父母进入校园等)第二恰逢母亲节网友对这位母亲有共鸣有心理同情情绪新华社央视网也撰文要求学校尽快回应相关疑点本质上是网友共情对真相的渴望对掩盖行径的厌恶',)",0.00147442,0.998526,0.996723,0
"('你这混乱逻辑是疯了咋不說是美国人杀的有点人性吗你家有孩子在学校吗出事被烧掉你是营销号',)",1.69882e-05,0.999983,0.999962,0
"('够了一个文书一个无异议人家家长还不一定想公开给人家留点隐私应该想想真正的事实而不是你心里认为的事实说家长被封口的如果有冤谁能真的封的了你的口呢',)",0.000249262,0.999751,0.999446,0
"('多余跟他们多说轮子们还有人性',)",0.823354,0.176646,0.607454,2
"('网友只想吃瓜只想站在道德制高点义愤填膺当事人你怎么可以无异议呢一定有内情',)",0.0155265,0.984474,0.965497,0
"('题外话一个人口普查炸出来多少蛆虫有关部门真不考虑管管再不管就晚了',)",0.00787394,0.992126,0.982502,0
"('学学半月谈的评论吧“过程和结果同样重要”结果有了过程呢?同样是媒体难道央媒不应该第一个站出来要求过程吗这就是新闻学子新闻理想破灭的原因之一',)",7.68047e-05,0.999923,0.999829,0
"('这个过程很可能有死者和家属的隐私人家不一定愿意公开',)",0.0693029,0.930697,0.845994,0
"('今天的公文第二段中的“电子数据”“提取书证”这两点吧大概是关于隐私的内容公布出来对逝去的人和家属不好',)",0.294056,0.705944,0.346543,0
"('校方藏着掖着不是好事能公布的细节都公布了公众才会信服',)",0.0203657,0.979634,0.954743,0
"('不需要照顾死者及其家属的隐私吗',)",0.71146,0.28854,0.358799,2
"('藏着掖着啥了尊重孩子隐私不曝光监控就是藏着了',)",0.151644,0.848356,0.663014,0
"('害现在网络上面的乱七八糟的消息好容易误导别人拜托快点整治一下那些乱带节奏的',)",0.00147511,0.998525,0.996722,0
"('网络上确实很多乱带节奏的言论那你觉得如何从根本上治理呢唯一的彻底的方法是让信息透明消除公众疑虑谣言便能不攻自破但是信息透明又意味着什么呢是新闻媒体要承担揭露真相解释事件背后原因的职责至于信息透明呵呵可以想想思考思考',)",0.00113525,0.998865,0.997477,0
"('今天一天就一会这个知情人人爆料那个知情人人爆料的在网上说话也负点责任吧我就像一傻子团团乱转',)",0.000526356,0.999474,0.99883,0
"('强烈建议把所有账号都实名制登录刷脸一旦出现不正当发言直接落实责任到人净化网络环境',)",0.0562987,0.943701,0.874892,0
"('言者无罪好像是特权我没有我少说话',)",0.137909,0.862091,0.693535,0
"('回复虚伪假面2012言者也不能造谣',)",0.00231895,0.997681,0.994847,0
"('调查报告可以适当公布一些细节出来有很多不明不白的情况容易引发疑惑能给个符合逻辑的事件经过会更好',)",0.0909501,0.90905,0.797889,0
"('任何企图消费逝者达到个人目的行为都是无耻的',)",0.000483369,0.999517,0.998926,0
"('孩子妈妈说的“唯独事发那一段监控不见了”是真是假请正面回应',)",0.00117976,0.99882,0.997378,0
"('假的',)",0.000657161,0.999343,0.99854,0
"('呵呵从豹子事件到49中事件突然就有很多攻击中国制度的某些势力也是煞费苦心了欠我们的一亿还没给某三亿就拨付到位了',)",0.000976483,0.999023,0.99783,0
"('没见有人攻击制度只见有人质疑学校',)",0.00164761,0.998352,0.996339,0
"('回复蜗撸个哒草攻击体制的多了去了',)",0.0832541,0.916746,0.814991,0
"('无论在什么时候只有生命才是最珍贵的',)",0.869423,0.130577,0.709829,2
"('不信谣不传谣没错只是每次利用网络舆论之后能不能不要每次都稀里糊涂的过去了呢',)",0.952122,0.0478778,0.893605,2
"('家属都无异议了你们在这裹什么乱',)",0.000692812,0.999307,0.99846,0
"('林妈妈的微博说的不认可又何谈“家属无异议”这个说法',)",0.00499559,0.995004,0.988899,0
"('家属无异议',)",0.111798,0.888202,0.75156,0
"('节奏真好带真相只存在在心里的阴谋论中',)",0.933514,0.0664862,0.852253,2
"('造谣者该受到惩罚',)",0.0491392,0.950861,0.890802,0
"('大家这么关注的事情公告还是写详细一点吧',)",0.0290243,0.970976,0.935502,0
"('这个事不涉及政治还真没必要阴谋论',)",0.000832761,0.999167,0.998149,0
"('真的是一点都不希望再一次出现这样的事情了',)",5.02734e-05,0.99995,0.999888,0
"('逝者安息',)",0.994784,0.00521606,0.988409,2
"('家属对调查结论无异议所以林同学坠亡的结论是自杀失足是怎么了呢',)",0.000406916,0.999593,0.999096,0
"('我觉得官方只要公布出判断学生是自杀的案件分析经过至于监控视频监控不用公布文字简单描述也行的或者事件经过还原就行至于为啥要自杀可能涉及到当事人的隐私没必要公布但问题是现在连最基本的事发经过的一些信息都不公布就说不过去',)",0.00110752,0.998892,0.997539,0
"('逝者安息吧',)",0.763447,0.236553,0.474327,2
"('具体情况没说',)",0.91035,0.0896496,0.800779,2
"('那监控呢可以解释嘛',)",0.114704,0.885296,0.745102,0
"('警方在发公告之前就会向家属说明案件情况了而案件相关证据也只有案件负责人和家属能看你是属于案件负责人还是家属',)",0.000177387,0.999823,0.999606,0
"('假如你被人强奸了我是不是可以要求警方公布现场监控',)",0.00259776,0.997402,0.994227,0
"('感觉有些含糊其辞',)",0.00415657,0.995843,0.990763,0
"('这事儿不涉及政治和意识形态没必要阴谋论水深什么成都一个中学还没谁有能量让新华社出来“掩盖真相”失去孩子的悲痛让一个母亲情绪失控我们能够理解但是全网这样一种舆论烈度不得不让人怀疑是有人在转移注意力或者浑水摸鱼或者也许是七普数据的一个集体的情绪宣泄吧',)",0.000182326,0.999818,0.999595,0
"('人们不在乎六子死没死或者怎么死的只在乎他吃了几碗粉',)",0.00116893,0.998831,0.997402,0
"('《反本本主义》开篇即是“没有调查没有发言权”你对于某个问题没有调查就停止你对于某个问题的发言权这一点也不野蛮',)",0.0019535,0.998046,0.995659,0
"('前两天刚刚看了反对本本主义',)",0.990999,0.0090012,0.979997,2
"('家属的痛无人知',)",0.15819,0.84181,0.648466,0
"('一定要查清楚才是',)",0.0455102,0.95449,0.898866,0
"('只有结果那么细节证据呢为什么这么敷衍家长早上还不认同下午就无异议了那么也会在微博上说点什么吧总觉得给的答复很敷衍',)",1.04545e-05,0.99999,0.999977,0
"('逗比下午才告知家属难道不应该是下午无异议你家如果有人十点死是不是你要用“九点还活着”来证明它没死',)",0.000252265,0.999748,0.999439,0
"('回复梦中人196896你可能也听不懂人话吧',)",0.0055913,0.994409,0.987575,0
"('不信谣不传谣共同营造清朗网络空间维护良好社会秩序',)",0.931754,0.0682458,0.848343,2
"('要你在这里废话打破谣言最好的利器不是权威声明而是事实真相真相是什么有说清楚',)",0.0123281,0.987672,0.972604,0
"('回复琪安大王啊不相信警方通报难不成相信微博上铺天盖地的说法',)",0.0131265,0.986874,0.97083,0
"('这对一个家庭来说得是多么重大的打击',)",0.0044414,0.995559,0.99013,0
"('不在沉默中爆发就在沉默中死去',)",0.203068,0.796932,0.548737,0
"('一位母亲在母亲节那天失去了最爱的儿子',)",0.99243,0.00757008,0.983178,2
"('未知全貌不予评论',)",0.0718244,0.928176,0.84039,0
"('你说的细节逻辑一句无异议就没了?',)",0.000378485,0.999622,0.999159,0
"('“死人比活人管用”张麻子',)",0.293113,0.706887,0.348637,0
"('每个生命都值得被尊重',)",0.999591,0.000408661,0.999092,2
"('想知道死因',)",0.890591,0.109409,0.756869,2
"('发生这样的事让人痛心',)",0.00015546,0.999845,0.999655,0
"('有些网友就消停一点吧',)",0.0355549,0.964445,0.920989,0
"('看着真的是感觉特别的心疼又感觉很惋惜',)",0.501835,0.498165,0.963295,1
"('新华社定结果了那么愿逝者安息吧',)",0.0924425,0.907557,0.794572,0
"('逝者安息',)",0.994784,0.00521606,0.988409,2
"('逝者安息吧',)",0.763447,0.236553,0.474327,2
"('坚决不造谣',)",0.00305379,0.996946,0.993214,0
"('大家不信谣不传谣',)",0.390883,0.609117,0.131372,0
"('原图儿“家属对调查结论无异议”这句话是真是假可能只有家属自己清楚了',)",0.000916578,0.999083,0.997963,0
"('学校教学楼的八个字太刺眼了',)",0.291856,0.708144,0.35143,0
"('到底怎么回事啊',)",0.00392888,0.996071,0.991269,0
"('真相是什么',)",0.0107404,0.98926,0.976133,0
"('求一个真相',)",0.0381631,0.961837,0.915193,0
"('好好调查',)",0.795572,0.204428,0.545715,2
"('相信新华社可是这篇微博只是转述了成都公安的警方通报并不是新华社的调查结果对我而言现在成都公安的可信度和网络传言的可信度差不多啊并不存在更有公信力的情况',)",0.0452768,0.954723,0.899385,0
"('官方通报是假的n手消息是真的没公布细节冲官方公布细节就去冲家属说白了这种人关注的不是生命的逝去这件事只是满足自己所谓的道德感和发泄负面情绪罢了',)",3.96848e-05,0.99996,0.999912,0
"('害刚刚看了莱阳一中那件事如果没有夸大这事也挺可怕的连家人都遭到了威胁还压热度如果可以麻烦一起查一下吧',)",4.58235e-05,0.999954,0.999898,0
"('你信吗你信吗你信吗你们都相信吗',)",0.000778132,0.999222,0.998271,0
"('是不是剧情不符合你内心的进展有罪推论',)",0.00373717,0.996263,0.991695,0
"('你想要相信什么你愿意相信什么',)",0.435589,0.564411,0.0320249,0
"('有监控看吗',)",0.0652927,0.934707,0.854905,0
"('我家人不跳你有你家人跳的可以发来看看',)",0.869652,0.130348,0.710337,2
"('家人居然没有异议',)",0.0113501,0.98865,0.974778,0
"('你觉得应该怎样为了保护一个老师当地所有政府部门联合起来隐瞒如果你真这么想的那你就是个批',)",0.0101046,0.989895,0.977545,0
"('怎么排出他杀的',)",0.0108061,0.989194,0.975986,0
"('回复哈伊罗尼穆斯博斯已经鉴定了笔迹了吗太让人伤心了',)",0.010652,0.989348,0.976329,0
"('49最好写成汉字不然容易引起歧义和误会看到这个标题我第一反应是“49个中学生坠亡”',)",0.0143427,0.985657,0.968127,0
"('大家当然知道孩子不是被人推下来的大家想知道的是真正推动孩子跳下去的原因是什么和云南女学生跳河自杀的事情一样大家想知道的是为什么自杀受了什么不公正的待遇还是自身问题而不是确认是自杀这么敷衍的回答',)",0.00014009,0.99986,0.999689,0
"('看得我好心寒呀',)",0.00578022,0.99422,0.987155,0
"('一定要好好珍惜生命的呀为什么会选择这种方式',)",0.380296,0.619704,0.154898,0
"('要让人民群众从每一个案件事件中都能感受到公平正义和社会的文明进步',)",0.576276,0.423724,0.0583922,2
"('家长都无异议了那就散了吧',)",0.0357997,0.9642,0.920445,0
"('空洞冰冷假惺惺',)",0.0162999,0.9837,0.963778,0
"('刚刚还带节奏你是不是还要警方公布全部证据',)",0.00281159,0.997188,0.993752,0
"('没有确实的证据让人怎么信服',)",0.00303402,0.996966,0.993258,0
"('逝者安息吧',)",0.763447,0.236553,0.474327,2
"('反正我不信',)",0.00104369,0.998956,0.997681,0
"('太可怕了至今都没个说法孩子好无辜',)",5.9981e-05,0.99994,0.999867,0
"('不觉得国家这件事处理得很好',)",0.233271,0.766729,0.48162,0
"('唉就这样吧已经有了官方答案了',)",0.000894601,0.999105,0.998012,0
"('痛苦不应该压抑起来有一天会爆发的',)",0.0579856,0.942014,0.871143,0
"('大家只是想一起解决',)",0.73654,0.26346,0.414534,2
"('诚意很重要',)",0.933639,0.0663606,0.852532,2
"('没有被社会毒打过的新鲜韭菜基本就是这副嘴脸了华粤槎该事件爆出后在短时间内转载数十万条流量暴涨舆论持续发酵还是同样的套路还是熟悉的配方营销号带数字ID的号网上传教士的号僵尸号新号今天都很活跃啊到处转发评论和控评看来三亿美元拨款下来了今天至少被四个带节奏的号删贴',)",0.000331835,0.999668,0.999263,0
"('普通人不会被社会毒打',)",0.0617613,0.938239,0.862752,0
"('愿逝者安息',)",0.995944,0.00405584,0.990987,2
"('以官方通报为准',)",0.517742,0.482258,0.645153,1
"('看热闹的都做个人吧',)",0.371621,0.628379,0.174176,0
"('一个鲜活生命就这样没有了',)",0.556634,0.443366,0.0147416,2
"('不信谣不传谣',)",0.562395,0.437605,0.0275437,2
"('家长节哀吃瓜的网友消停点',)",0.291793,0.708207,0.35157,0
"('家长都没有疑义了网友们就散了吧',)",0.00227413,0.997726,0.994946,0
"('逝者安息',)",0.994784,0.00521606,0.988409,2
"('必须严惩造谣者',)",0.793078,0.206922,0.540174,2
"('处罚造谣者',)",0.187831,0.812169,0.582598,0
"('这下真像了不要再乱传了',)",0.00103595,0.998964,0.997698,0
"('安息吧',)",0.11469,0.88531,0.745133,0
"('造谣真的很可怕',)",0.00457923,0.995421,0.989824,0
"('逝者安息',)",0.994784,0.00521606,0.988409,2
"('不造谣',)",0.0115006,0.988499,0.974443,0
"('可怜的孩子',)",0.000687914,0.999312,0.998471,0
"('让死者一路走好不要再打扰他了',)",0.182369,0.817631,0.594735,0
"('可怜了这个孩子他的父母一定特别难过',)",0.031498,0.968502,0.930004,0
"('转发微博',)",0.959683,0.0403165,0.910408,2
"('没监控看吗',)",0.00177704,0.998223,0.996051,0
"('逝者安息',)",0.994784,0.00521606,0.988409,2
"('都确定了再发行吗',)",0.00737563,0.992624,0.98361,0
"('l开门见山l这种通告只有后面一句才是重点提醒你们少说话否则抓起来',)",0.00250552,0.997494,0.994432,0
"('相信政府相信公安机关',)",0.616763,0.383238,0.148361,2
