,评论内容
1911,只能说流言止于智者
1912,太心疼这个班主任了，找个心理医生疏导一下吧
1913,有些人要的根本不是真相，他们也不在乎死者的隐私，他们只是享受网暴别人，以及随便一带节奏就有一堆人附和他的快感罢了
1914,#成都49中回应事发2小时通知家长#我选择相信公安，相信学校。这么大的事，谁敢隐瞒。
1915,谣言就是需要这样的答案，这样就没人乱起哄了。
1916,心疼//@年末改个名字:班主任研究生才毕业，第一份工作，就要去辨认自己的学生，她内心多煎熬啊，多难受啊//@健康幸福快乐美满开心:班主任心理干预一下吧！
1917,是的。//@橙汁超牛尨:早该酱紫通报，不至于辣么误解
1918,看了无罪之最后发现有这个毁容辨认的问题
1919,班主任和老师同学们也是痛心极了，拜托别再造谣了
1920,转发微博
1921,前天刚看完西班牙神剧《无罪之最》，里面有个跳楼自杀脸着地的女尸脸部特写，印象超级深，是真的辨别不出来…
1922,但凡央媒早点派个记者去采访而不是坐在办公室里吃着二手冷饭和网友一起要真相，都不会有这么大的反转不知道是央媒编辑能力超群，编辑干了记者的活，还是业务能力堪忧法律思维缺失
1923,就知道事出反常必有妖，绝对有人煽动舆论。
1924,@路基巴
1925,不管评论这些带节奏说什么，完整的监控视频拿出来看啊
1926,能做到不信谣不传谣，真的还有太长的路要走。一个生命的逝去我们为之惋惜和痛心，但也希望大家能保持基本的理性，有些事情当时不方便公布的，以后一定会有清楚的表述。有时间在网上带节奏，不如多去关心自己的家人。最后希望，父母能节哀，小林在另一个世界能开心做自己。
1927,终于真相了
1928,转发量150
1929,原来如此？
1930,权威回应来了？
1931,辨别困难？？？哪个班少人了不好查吗？？？
1932,隐隐约约感到这学校的管理者有责任，班主任好像被蒙在鼓励的，很矛盾，不清楚真相的后面到底是个啥情况
1933,高中生不带校徽？认不出来？
1934,通过现象看本质
1935,之前地域黑我们成都的呢，还连带着骂四川人，网友天天被带节奏，自己以为自己是上帝吗，烦死了
1936,评论里那些一天骂父母，学校的有病吧？
1937,作为父母，每天应该把孩子的心情晴雨表作为自己首要关心！不能把孩子送到学校就视为一种“交接”，自己的孩子怎么了，不是去质问别人，自己应该第一个发现。而不是事发后才震惊、悲痛！同为父母的我，这件事给我一种责任的提醒，没有人比父母更应该去关爱自己的孩子！
1938,当时林妈妈的微博到底是谁发的啊。。手机型号也换了
1939,依法治国不是舆论治国
1940,接下来该抓那些造yao的了吧，不能每次都放过他们。
1941,学生自杀，其实更多的是家庭的原因或是自己。 不要动不动就怪老师，老师不是圣人无所不能
1942,可怜的高三学生
1943,如果什么新闻下面，都有人在刷“49中”“49中”、“监控呢？”“监控呢？”，那么就要注意这是件不正常的舆情事件了。没错，我相信有人在引导舆论，不管是“境外势力”，还是别有用心的人，或者家长求助了某些途径。
1944,说清楚不就好了吗，省的被有心人士利用
1945,键盘敲得快，某些追求“正义使者”网友永远不记得上次被打脸的事，只会跟着节奏走
1946,当时好多带节奏动辄底层人民没活路中国没民主的，一看主页都是外国香蕉人！！
1947,微博该清理下境外势力了，不要老恰烂钱
1948,家长   不出来说两句?这么多人被你耍的团团转呢
1949,他们不关心六子吃了几碗粉，他们只想让六子死。但是六子，下回你去把他们的眼睛挖了吃掉，让他们看个清楚，妈了个巴子的。
1950,警察叔叔真辛苦又要办案又要考虑家人感受最后还要回应的群众
1951,逝者安息，也希望理智冷静看待…
1952,这个学校碰到这个事真倒霉
1953,那群举白花的呢？
1954,请严查性别对立！颜色革命！严查营销号！以及微博带节奏！支持微博实名制注册！！！
1955,有些人长长脑子，别听风就是雨
1956,逝者安息，相信国家
1957,他们不在乎真相，他们只会泄愤。
1958,相信国家，相信政府，也相信各种官方机构。遇到问题别急，别冲。这个时代，没有人能只手遮天，给点时间，一定会还你真相
1959,先拿刀自残，然后才跳，这孩子应该抑郁很长时间了，没给父母留一个字，唉！！！
1960,逝者安心，相信国家。
1961,大部分人只是对一个“悲痛”的母亲产生同情和悲悯，却没想到有可能是某种势力借机打压，瓦解公信力。公众最关心的是真相，是一个孩子的生死，那些借机引导制造混乱的，都应该让我们更清醒，不能磨灭无数次考验里我们国家对万千生命的守护；正如汶川地震数万军队的救援，疫情万千人前往抗疫一线...
1962,@霍尊 @马伊琍 @包贝尔 别装死
1963,比起垃圾家长，更垃圾的是网友
1964,之前站林妈妈来谴责学校等单位的人，现在又去谴责林妈妈说谎利用大家的同情心的人，请你们做个人吧！被打脸了，问问自己为什么当初不能未知全貌不予置评！网络喷子就这么好做嘛？
1965,部分网民：调查结果出来前，你们真是“自私”“冷血”“你的孩子也会有这一天”，调查结果出来了，你们是“马后炮”“事后诸葛亮”
1966,越来越透明化，很好的迹象
1967,以前不理解我们为什么要对国外的社交软件设一道墙，现在才知道没有这堵墙，想洗脑某些人是多么的容易。
1968,愿逝者安息🙏现在公开了一切，我不认为是对他的打扰。事情已闹大而且卷入一些别有用心的恶人，只有越透明才能越止损……
1969,别有用心的人太坏了，吃人血馒头，渣都不剩
1970,中学生被颜色革命了，港独台独无孔不入啊
1971,逝者安息 相信警方 相信国家
1972,多关注青少年的心理健康问题吧
1973,本次事件警醒：有关部门最应做的不是刻意降温，不是急吼吼“灭火”，而是要提供更多有价值的信息。如果认为塞给公众一个结论，公众就深信不疑；抛给坠亡学生家长一个说法，他们就全盘接受，未免天真。“有一分证据说一分话”，在逻辑上形成“闭环”，在事实供应上力求无懈可击，才能最大程度消弭质疑
1974,理智理智再理智  处理案件需要时间  不是你一张口就可以处理完的  考虑的也是方方面面  也要避免对孩子的二次伤害  所以网络里  你不是当事人  最好方方面面考虑  家长也多注意孩子心理问题！
1975,家长责任很大，现在心里脆弱孩子比较多，跟从小家庭教育有很大关系，父母平时多关心孩子心里，而不是只关心成绩，成都49中闹了那么久结果是因为感情问题想不开就跳楼了，而且之前手上就有割腕痕迹，家长竟然什么都不知道！只能说明关心不够！孩子缺乏爱，所以才那么容易舍弃这个世界包括自己父母。
1976,这撒酒疯咋这么精准就赶上趟了……该不会是我想的那样吧
1977,所以小林是早恋跳楼殉情自杀
1978,只想吃人血馒头，他不在群众眼下跳楼，在偏僻的水泵和楼顶，留好遗书，是个有主见，想留尊严的体面人，他妈妈强势，撒谎，引导舆论，不懂他儿子，连她丈夫看过视频她都不知道。在母亲节这天自杀，还有什么不明白，她妈妈可能从头到尾都没了解过儿子。结果她儿子割腕视频也被公布了
1979,我真的佩服她妈，大部分网友都在帮她寻求真相，顶她上热搜，希望被重视，结果现在人家学校压根儿就没有做过哪些事情，真的急用我们的同情心，可怜的孩子希望天堂那边你也要过的快乐。
1980,我还看到有人说亲眼看到被推下去的，咱也不敢反驳啊，怕被网暴啊
1981,逝者安心，相信国家。
1982,好像是为情所伤
1983,家属节哀，瞎叭叭的处理下，别一天到晚胡说八道
1984,那些人看看，有些话传着传着就变了
1985,正在看新闻频道的共同关注，事发两小时才联系家长是因为高坠辨认困难了，年轻班主任情绪悲痛激动，老师们也需要心理疏导了……
1986,有些人不在乎真相 只想要狂欢
1987,刚刚我还怼了一个，没家长同意就火化的，这得多瞎
1988,如果每件事都能做出有效的安排和程序，遇事的老百姓不慌，看新闻的老百姓心里不乱，是我们每个人需要的～只要事情透明了，各方面明朗，也不会被他人轻易利用和编造谎言。
1989,无比心痛班主任老师。我们学校有个姐姐那一年带六年级，班上有个学生假期溺亡了，她很长一段时间睡不着觉，一闭眼全是那孩子的模样，从此她再也没当过班主任了。
1990,我很抱歉 我是这次舆情发酵里面很愤怒的那群人，确实被人当枪，但事情结果出来了只剩下唏嘘，不知该怪谁，但如果有下一次我还是会很愤怒希望有公证清楚的官方说法。
1991,再过多纠结这件事也没有意义了，现在还是该关注问题本身，做好学生心里疏导
1992,警惕借各种机会就行颜色革命
1993,老师好难啊
1994,从这两年的青少年跳楼事件真的不难看出现在的家长对孩子的心理健康是多么不重视，但是家长压力来源太多了，独生教育资源及负担，也能理解，不知道该怎么说，该怪谁该怎么办
1995,请务必做好学生的心理工作🙏避免此类事件再次发生🙏
1996,看了视频，心里难受，不放视频又不能服众
1997,信不信，这时候对孩子母亲喊打喊杀的和泼水给政府的是同一波。甚至可能还是举白花花的策划者，受害者不就是他们造势、挡枪、背锅的最佳候选人嘛。已经看见几个对当事人特别恶意恶语的微账号都是那种特别奇怪的空微博了。这些人那是一定要把猎物的血吸干的。
1998,当时看见很多人说一些对祖国母亲很不好的话，很难受，中国本是一个多灾多难的国家，从改革开放以来，一代代人付出了太多心酸血泪史，迎来了如今的繁荣昌盛，也让很多发达国家对中国很不满，时刻想插手中国内政，故意制造矛盾，煽风点火，企图想破坏中国稳定的社会秩序，中国很大，很多政策利国利民
1999,说当事人妈妈撒谎的，麻烦你们不要跟风断章取义说人家撒谎了，微博明明白白写的，看了监控，唯独事发那一段没有监控，还有是从警方那里才得知救护车八点半来的，可能学校，警方，当事人三方信息没有及时互通，产生了误会，根据详细报道，看时间线能看出来当事人妈妈并没有撒谎
2000,现在都在网暴逝者和他父母？？？
2001,哎 官方回应的不给力 才让不安好心的人钻了空子 好在媒体顶上了
2002,还是央妈给大家一个清楚的事实！
2003,真相已经公布天下了，愿逝者安息🙏
2004,一开始引起我注意的就是有人说这孩子一死亡直接被学校送殡仪馆给火化了，火化了？！就离谱，没有家属签名也能给火化这么离谱的事怎么可能不引起民愤啊。后来才知道是假的，人林妈妈压根没说孩子火化了，是一堆人在乱传乱说这事，无语子。。以后看新闻得隔几天看了。
2005,不是 一网友也太跟着舆论跑了 一开始林妈妈微博一发 各个声讨学校和教育局讨要说法 现在结果一公开 又开始声讨林妈妈做法不妥。是不是现在说林妈的当时吐槽学校的又是一批呢？
2006,营销号能管管吗？吃完人血馒头，若无其事
2007,有人居然想冲进去 ，当时 警察不在那里看守着 学校里还有这么多学生住宿学生呢 那么大一个学校 万一有 不法分子混进去搞事情 怎么办？要 保证其他学生的安全的呀 ！毕竟混在那个人群中 很多从外地专程跑过去的不知道什么鬼。想想真后怕！
2008,那这个人是谁？过来表演的？制造爆点？跟以前香港的‘黄尸’一样？好好查一下，揪出背后的团体～
2009,有些所谓的大v，公众号真是唯恐天下不乱！亲眼目睹都不一定是真的，你们道听途说就各种转发，猜测，质疑，甚至引导舆论。网络真是大杂烩，害鸟太多。
2010,学生心理方面以后可以多多关注
2011,愿逝者安息
2012,家长要多关心点  周围朋友觉得什么不对的  报告给老师  多寻求帮助
2013,逝者安息
2014,大家在保持热情和善良的时候 还一定要多理智啊！
2015,那些天天刷49中的营销号呢？
2016,警察太难做了，哎
2017,希望母亲节哀顺变，搞颜色的抓起来
2018,逝者安息
2019,群众有监督权，参与权，知情权，但是还是要按照法律，要不然党和国家数次修改法律是干嘛用的？
2020,个人猜想，本次事件的关键点在于监控录像，或许国家层面初期是看舆论越来越大有人推波助澜正好将计就计让其发酵钓鱼，随后在直接放出录像结束游戏，这次事件在鉴别不明势力的同时也算是给民众打了一剂预防针，如果真是个局，那实在是高啊
2021,？？？？？真是好大的风，一开始一堆人说什么监控坏了，孩子未经父母同意的情况下火化，又说学校的同学和老师被封口等等一堆问题，网友们肯定疯啊！学校给的声明也零模两可，好多媒体报道啊！大家情绪被影响也是无可厚非，毕竟现在的学校确实有一些黑暗的地方，大家都是学生出身，难免代入
2022,最无辜的就是孩子和那个被匿名爆的老师了，老师什么都没做
2023,我真觉得有人在捣乱。我身边的女性都得到了很好的尊重，也全都不打拳，不知道为什么一上微博就开始全员打拳。带节奏的建议严查。
2024,终于水落石出
2025,本来想保留孩子的隐私 不想把录像公布于众的 现在好了 马都没有全给你们看了 那些求真相求视频的满意了吗？这是你们要的答案吗？你们要的是真相吗？只不过吃人血馒头罢了 你们人人都成了鲁迅 说是这是一个吃人的社会 结果 你们才是吃人的人 还不吐骨头
2026,突然明白为什么官方一开始通报写这么简略了，其实是在保护死者隐私和母亲。要不是网友们咄咄逼人要公布视频，他和他母亲也不至于成为这么多人茶余饭后的谈资
2027,#网传警察拖行死者家属系不实消息#
2028,把儿子最后一丝尊严都扒了下来，以后每天都可以在网上看到儿子跳楼的视频，我没有办法同情这样的人！
2029,最可怜的是孩子，即使他自身承受能力有问题，他也本应该受到正确的引导和关心
2030,相信警察，同时也要做好学生以及老师的心理疏导
2031,[过招]
2032,别忘了保护好那个女生
2033,“别走，是不是只有一碗粉！”
2034,往后这种私人微博发个事，带上脑子吃瓜。家长没炒作这事根本起不了，警方都没查，就微博曝光。目的不纯。正常来说都是警方结案，有疑问再曝光啊。大家带脑子。
2035,微博该整治了吧？？这节奏把网友往死里带。
2036,它们不在乎六子吃了几碗粉，它们只想利用死者把事情搞大顺带洗脑青少年然后黑一波🇨🇳。
2037,逝者已矣，生者节哀
2038,走好
2039,相信祖国相信政府，近年来好多此类事件都被“有心人”带节奏，试图引起社会骚乱，瓦解我们中国人的凝聚力！我们一定要有自己的判断力！不要风往哪边吹就往哪边倒？多给调查人员一点时间！根据事实说话！不要给任何人造成第二次或伤害！要相信并热爱我们的祖国。我爱祖国母亲🇨🇳🇨🇳
2040,逝者安息，也希望理智冷静看待…
2041,关注这个新班主任的心理健康…还有那个遭受无妄之灾的老师…
2042,原以为她们只是为寻求真相，殊不知完全偏离了
2043,调查的时间远远没有键盘侠的手快！
2044,信任央爸，逝者安息
2045,我现在觉得那句话真的太对了，未知全貌，不予置评，我也要检讨自己
2046,唉，肯请国家成立专案组调查西藏冒险王落水遇难事件真相！同行者故意不施救，见死不救也是犯罪！
2047,微博人只想吃人血馒头，一个会在偏僻水泵，楼顶自杀，留着遗书的人，是个想留尊严的体面人，却连割腕的视频都被发了出来。为什么在母亲节这天自杀，没有人想过吗？
2048,真的该好好治治营销号了。还好带节奏的，我不信国家出手的话背后使者查不出来
2049,所以人要有自己的思想，而不是盲目跟风
2050,美利坚推特治国，大中华微博办案
2051,唉马上就要高考了，这个孩子也是可怜，学校学生们也要安抚好，以及借此做乱的人什么居心？
2052,请严查新浪微博这个脏窝吧，为什么不约谈微博？？？
2053,唉～
2054,国外敌特分子要搞颜色革命？带节奏皮痒了？
2055,警惕颜色革命，强化国民素质。
2056,那德牧壮壮呢？能不能给个确实消息呢？狗子是否是退役犬？👮‍♀️执法过程是否违规？望有个调查结果
2057,逝者安息 还是给学校的学生心理辅导一下吧
2058,小孩的内心如何治愈才不会坠“海底”呀
2059,真相就在这
2060,愿逝者安息，希望他的爸爸妈妈好好的，也希望年轻的孩子们真爱生命！
2061,舆论真的太容易被煽动了，这个妈妈的发言一开始就很多低级错误和疑点，但是“正义”网友可不管了，别人稍带带节奏，自己主动往学校背景 黑幕 zf身上靠，当时谁敢说话立马被围攻
2062,孩子选择在母亲节结束自己，孩子为什么自杀可能只有一个人最清楚了，然而她却拿走了他最后的体面，让他曝光于全世界中。孩子，希望天堂没有痛苦，在天堂能幸福快乐，来生投个好人家。。
2063,为什么小孩会“自杀”？希望家长和学校都多关注儿童、青少年的生活和心理健康，不要只关心成绩。
2064,我就很纳闷，本来一件很简单的事儿，孩子没了，为什么不让父母进学校？能回答这个问题就行了
2065,这个妈妈也没想到她带的节奏，会引发这么大的舆论，已经不是她能控制得了。国家不得不把她孩子临终前割腕的画面放出来
2066,合理质疑，网上可以有，但是上升到地区，国家，那就真的有毛病了，这种乱带节奏的，说不准真有问题。。。
2067,唉…只能叹息，一个生命就这样离开
2068,安息
2069,成功不是凭梦想和希望，而是凭努力和实践。
2070,胡锡进出来走两步
2071,觉得这个孩子好可惜，好可怜！有什么想不开的啊，大好的青春岁月！希望安息吧！
2072,谁能来关注一下老师，尤其是班主任啊
2073,会不会是境外势力在制造舆论。感觉类似这种事就会被舆论带着跑，一直是这样。每次都闹得特别大。
2074,成华大道那个成华？
2075,我觉得该算帐了，成年人该为自己的行为负责
2076,希望多些安抚49中师生心里的活动，多多疏导他/她们的心里，
2077,吃一堑长一智，如果没做到，非蠢即坏。
2078,真是不明白当初这那那这的，发了一堆，现在都哪去了？我觉得得好好的惩治一下。
2079,今天晚上吃饭时候看共同关注特别报道了这件事。事件很清晰明了。
2080,所以到底为什么自杀呀
2081,逝者安息
2082,真相揭露后 网友就为家属共情了 说什么揭露真相是对妈妈的二次伤害 难道就可以把公众当枪使？不要忘了她妈妈知道真相了也不说话就是对公众最大的伤害 把公众的情绪点燃就撒手不管 这是没有道德的 既然是她发起的 也应该由她站出来发声 可惜她最后还是没有发声 但还好这个合理真相被揭露大家能接受
2083,依法治国不是舆论治国，舆论有监督的权利但是不能干扰司法。
2084,心情时好时坏 一定是有抑郁症 极大可能是家里造成的 肯定是那天因为一些事导致心情崩溃 走去自杀的路上一点犹豫都没有唉 到底是什么事可以让他一点想活下去的欲望都没有啊
2085,逝者安息
2086,逝者安息
2087,逝者安息，相信国家🙏
2088,广东来的那几个不通报？
2089,逝者安息
2090,死者为大。入土为安，就这样吧。
2091,逝者安心，相信国家。
2092,唉  逝者安息 生者坚强
2093,真相  别不信了
2094,微博舆论又故态复萌了
2095,平安成华底下多少人该死
2096,希望每次都能看到理性的声音愿逝者安息
2097,那些打飞机✈️去49中门口哀悼的人 怎么不见你们打飞的去洱海边哀悼下 在大理市湾桥镇湾桥村大沙坝山森林火灾清守火场、增湿作业中牺牲的四位英雄  ​​​
2098,我不搞性别对立 也不搞什么颜色革命 就事论事还是挺惋惜这个我弟弟这个年龄的生命就这样逝去了 也许心里最后一道防线崩断了才回去割腕无数次都没成功 最后才跳楼的
2099,看来美国的三个亿还是有作用舆情真的很好利用
2100,请严查境外势力输入，微博女拳首当其冲
2101,美欧先管好自己吧，别一天在这搞我们
2102,冷静看待问题，之前一看就没敢轻易下结论
2103,严惩别有用心之人不需要遮遮掩掩
2104,境外势力亡我国之心不死啊
2105,逝者安息
2106,真哒不懂为什么这么多人会相信一个人极度悲伤的母亲在失控的情绪下说的话 哎稍微思考一下就知道谁是谁非了，怪不得现今这么多人被网络诈骗
2107,把那些去学校门口献花的美国狗全部抓起来
2108,所以以后有些网友能不能不要太义愤填膺，有点脑子好吗… 让子弹飞一会儿行吗
2109,网络大环境畸形，应该适当的再搞一次净网行动
2110,那些发声的明星是不是可以出来说两句？真相大白了不发个声？马伊琍 ？包贝尔 ？
2111,愿逝者安息🙏
2112,没吃两碗粉，但是肚子打开后，人群都散了呀。
2113,请严查背后的节奏大师是谁，不要每次都不了了之
2114,逝者安息，支持国家！
2115,wb 一点都没点审核的作为 作为一个平台 没任何行动
2116,警察同志辛苦了
2117,家长不要只看分数，心理健康教育从家庭开始，才能避免下一个同样悲剧
2118,该事件爆出后，在短时间内转载数十万条流量暴涨舆论持续发酵，还是同样的套路，还是熟悉的配方。营销号 带数字ID的号 网上传教士的号 僵尸号 新号今天都很活跃啊！到处转发 评论和控评，看来三亿美元拨款下来了今天至少被四个带节奏的号删贴控评拉黑了
2119,别搞笑了，这事件能引爆全网，舆情四起，原因很简单。第一，学校反常理举动(关键监控缺失，阻止学生父母进入校园等)。第二，恰逢母亲节，网友对这位母亲有共鸣，有心理同情情绪。新华社，央视网也撰文要求学校尽快回应相关疑点，本质上是网友共情，对真相的渴望，对掩盖行径的厌恶。
2120,你这混乱逻辑是疯了？咋不說是美国人杀的？有点人性吗？你家有孩子在学校吗？出事被烧掉，你是营销号？
2121,够了，一个文书，一个无异议。人家家长还不一定想公开，给人家留点隐私。应该想想真正的事实，而不是你心里认为的事实。说家长被封口的，如果有冤，谁能真的封的了你的口呢？
2122,多余跟他们多说，轮子们还有人性？
2123,网友只想吃瓜，只想站在道德制高点义愤填膺，当事人你怎么可以无异议呢一定有内情！！！
2124,题外话，一个人口普查炸出来多少蛆虫，有关部门真不考虑管管？再不管就晚了
2125,学学半月谈的评论吧，“过程和结果同样重要”，结果有了，过程呢?同样是媒体，难道央媒不应该第一个站出来要求过程吗？这就是新闻学子新闻理想破灭的原因之一。
2126,这个过程很可能有死者和家属的隐私，人家不一定愿意公开
2127,今天的公文第二段中的“电子数据”“提取书证”这两点吧，大概是关于隐私的内容，公布出来对逝去的人和家属不好
2128,校方藏着掖着不是好事，能公布的细节都公布了，公众才会信服。
2129,不需要照顾死者及其家属的隐私吗？
2130,藏着掖着啥了，尊重孩子隐私不曝光监控就是藏着了？
2131,害！现在网络上面的乱七八糟的消息好容易误导别人！拜托快点整治一下那些乱带节奏的🙏🏻
2132,网络上确实很多乱带节奏的言论，那你觉得如何从根本上治理呢？唯一的彻底的方法，是让信息透明，消除公众疑虑，谣言便能不攻自破。但是信息透明又意味着什么呢？是新闻媒体要承担揭露真相、解释事件背后原因的职责。至于信息透明，呵呵，可以想想，思考思考。
2133,今天一天就一会这个知情人人爆料那个知情人人爆料的，在网上说话也负点责任吧。我就像一傻子团团乱转。
2134,强烈建议把所有账号都实名制，登录刷脸，一旦出现不正当发言，直接落实责任到人，净化网络环境
2135,言者无罪好像是特权，我没有，我少说话
2136,回复@虚伪假面2012:言者也不能造谣
2137,调查报告可以适当公布一些细节出来，有很多不明不白的情况，容易引发疑惑，能给个符合逻辑的事件经过会更好！
2138,任何企图消费逝者达到个人目的行为都是无耻的。
2139,孩子妈妈说的“唯独事发那一段监控不见了”，是真是假？请正面回应
2140,假的
2141,呵呵，从豹子事件到49中事件，突然就有很多攻击中国制度的，某些势力也是煞费苦心了，欠我们的一亿还没给，某三亿就拨付到位了
2142,没见有人攻击制度，只见有人质疑学校
2143,回复@蜗撸个哒草:攻击体制的多了去了
2144,无论在什么时候，只有生命才是最珍贵的
2145,不信谣不传谣没错，只是每次利用网络舆论之后能不能不要每次都稀里糊涂的过去了呢。
2146,家属都无异议了，你们在这裹什么乱？
2147,林妈妈的微博说的不认可。又何谈“家属无异议”这个说法？
2148,家 属 无 异 议
2149,节奏真好带，真相只存在在心里的阴谋论中
2150,造谣者该受到惩罚
2151,大家这么关注的事情，公告还是写详细一点吧。
2152,这个事不涉及政治，还真没必要阴谋论
2153,真的是一点都不希望再一次出现这样的事情了
2154,逝者安息
2155,家属对调查结论无异议？所以林同学坠亡的结论是自杀？失足？是怎么了呢？
2156,我觉得官方只要公布出判断学生是自杀的案件分析经过（至于监控视频监控不用公布，文字简单描述也行的）或者事件经过还原就行，至于为啥要自杀可能涉及到当事人的隐私没必要公布，但问题是现在连最基本的事发经过的一些信息都不公布就说不过去
2157,逝者安息吧
2158,具体情况没说
2159,那监控呢？可以解释嘛
2160,警方在发公告之前就会向家属说明案件情况了！而案件相关证据也只有案件负责人和家属能看！你是属于案件负责人还是家属？
2161,假如你被人强奸了，我是不是可以要求警方公布现场监控？
2162,感觉有些含糊其辞
2163,这事儿不涉及政治和意识形态，没必要阴谋论，水深什么？成都一个中学还没谁有能量让新华社出来“掩盖真相”。失去孩子的悲痛让一个母亲情绪失控我们能够理解，但是全网这样一种舆论烈度，不得不让人怀疑是有人在转移注意力或者浑水摸鱼。或者也许是七普数据的一个集体的情绪宣泄吧。
2164,人们不在乎六子死没死或者怎么死的，只在乎他吃了几碗粉
2165,《反本本主义》开篇即是“没有调查，没有发言权”。你对于某个问题没有调查，就停止你对于某个问题的发言权。这一点也不野蛮。
2166,前两天刚刚看了反对本本主义
2167,家属的痛无人知
2168,一定要查清楚才是
2169,只有结果，那么细节证据呢？为什么这么敷衍，家长早上还不认同，下午就无异议了？那么也会在微博上说点什么吧？总觉得给的答复很敷衍
2170,逗比，下午才告知家属，难道不应该是下午无异议？ 你家如果有人十点死，是不是你要用“九点还活着”来证明它没死？
2171,回复@梦中人196896:你可能也听不懂人话吧
2172,不信谣、不传谣，共同营造清朗网络空间，维护良好社会秩序
2173,要你在这里废话，打破谣言最好的利器不是权威声明，而是事实真相，真相是什么？有说清楚？
2174,回复@琪安大王啊:不相信警方通报，难不成相信微博上铺天盖地的说法？
2175,这对一个家庭来说得是多么重大的打击
2176,不在沉默中爆发，就在沉默中死去
2177,一位母亲在母亲节那天失去了最爱的儿子
2178,未知全貌不予评论
2179,你说的细节逻辑，一句无异议就没了?
2180,“死人比活人管用”  ———张麻子
2181,每个生命都值得被尊重
2182,想知道死因
2183,发生这样的事让人痛心
2184,有些网友就消停一点吧
2185,看着真的是感觉特别的心疼，又感觉很惋惜
2186,新华社定结果了 那么，愿逝者安息吧
2187,逝者安息
2188,逝者安息吧
2189,坚决不造谣
2190,大家不信谣不传谣
2191,//@原图儿:“家属对调查结论无异议”这句话是真是假，可能只有家属自己清楚了
2192,学校教学楼的八个字太刺眼了！
2193,到底怎么回事啊
2194,真相是什么
2195,求一个真相
2196,好好调查
2197,相信新华社，可是这篇微博只是转述了成都公安的警方通报，并不是新华社的调查结果。对我而言，现在成都公安的可信度和网络传言的可信度差不多啊，并不存在更有公信力的情况..
2198,官方通报是假的，n手消息是真的。 没公布细节冲官方，公布细节就去冲家属 说白了，这种人关注的不是生命的逝去这件事，只是满足自己所谓的道德感和发泄负面情绪罢了。
2199,害，刚刚看了莱阳一中那件事，如果没有夸大这事也挺可怕的。连家人都遭到了威胁还压热度，如果可以麻烦一起查一下吧
2200,你信吗？你信吗？你信吗？你们都相信吗？？？？
2201,是不是剧情不符合你内心的进展？有罪推论？
2202,你想要相信什么？你愿意相信什么？
2203,有监控看吗？
2204,我家人不跳。你有你家人跳的可以发来看看
2205,家人居然没有异议
2206,你觉得应该怎样？为了保护一个老师。当地所有政府部门联合起来隐瞒？ 如果你真这么想的 那你就是个批
2207,怎么排出他杀的
2208,回复@哈伊罗尼穆斯博斯:已经鉴定了笔迹了吗太让人伤心了
2209,49最好写成汉字，不然容易引起歧义和误会。看到这个标题，我第一反应是“49个中学生坠亡”！
2210,大家当然知道孩子不是被人推下来的，大家想知道的是真正推动孩子跳下去的原因是什么，和云南女学生跳河自杀的事情一样，大家想知道的是为什么自杀，受了什么不公正的待遇还是自身问题，而不是确认是自杀这么敷衍的回答！
2211,看得我好心寒呀。
2212,一定要好好珍惜生命的呀，为什么会选择这种方式？
2213,要让人民群众从每一个案件、事件中都能感受到公平正义和社会的文明进步！
2214,家长都无异议了。。。那就散了吧
2215,首先一个生命的离去所有人都不愿意看到，我无比悲痛。感谢无数人关注这件事情，这个社会还是有良知的。   现在的群众都极其聪明，喜欢推彼及己，产生强大的同理心，所有人同仇敌悍，凝聚成一个巨大的拳头，狠狠砸向49中，砸向警察局，砸向教育局，怀疑权威的消息。 ¡评论配图
2216,空洞、冰冷、假惺惺
2217,刚刚还带节奏，你是不是还要警方公布全部证据？
2218,没有确实的证据，让人怎么信服？？？
2219,逝者安息吧
2220,反正我不信
2221,太可怕了，至今都没个说法，孩子好无辜
2222,不觉得国家这件事处理得很好
2223,唉，就这样吧，已经有了官方答案了
2224,痛苦不应该压抑起来，有一天会爆发的
2225,大家只是想一起解决
2226,诚意很重要
2227,没有被社会毒打过的新鲜韭菜，基本就是这副嘴脸了//@华粤槎:该事件爆出后，在短时间内转载数十万条流量暴涨舆论持续发酵，还是同样的套路，还是熟悉的配方。营销号 带数字ID的号 网上传教士的号 僵尸号 新号今天都很活跃啊！到处转发 评论和控评，看来三亿美元拨款下来了今天至少被四个带节奏的号删贴
2228,普通人不会被社会毒打
2229,愿逝者安息
2230,以官方通报为准
2231,看热闹的都做个人吧
2232,一个鲜活生命就这样没有了
2233,不信谣 不传谣
2234,家长节哀 吃瓜的网友消停点
2235,家长都没有疑义了 网友们就散了吧
2236,逝者安息
2237,必须严惩造谣者
2238,处罚造谣者
2239,这下真像了，不要再乱传了
2240,安息吧
2241,造谣真的很可怕
2242,逝者安息
2243,不造谣
2244,可怜的孩子
2245,让死者一路走好，不要再打扰他了。
2246,可怜了这个孩子 他的父母一定特别难过
2247,转发微博
2248,没监控看吗
2249,逝者安息🙏
2250,都确定了再发行吗！
2251,//@l开门见山l:这种通告只有后面一句才是重点，提醒你们少说话，否则抓起来
2252,……
2253,相信政府，相信公安机关
2254,安息
2255,安息吧
2256,安息
