PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon, 
10.04,10.66,1.16,0.31,0.16,101.76,1.24,8.31,268.18,80.59,61613.93,29.47,97.27, 
8.65,9.3,1.07,0.25,0.15,99.47,2.43,10.42,271.35,66.45,63793.42,29.48,97.42, 
7.95,8.6,0.96,0.25,0.14,99.23,3.45,7.22,274.2,52.57,65462.5,29.49,97.58, 
8.05,8.77,0.94,0.26,0.14,101.94,3,2.09,272.29,56.76,63208.52,29.5,97.73, 
8.44,9.23,0.96,0.33,0.15,102.1,1.67,0.94,268.79,68.68,59563.74,29.51,97.89, 
8.38,9.16,0.9,0.3,0.14,100.3,4.52,3.3,265.48,79.15,56361.12,29.52,98.05, 
7.97,8.73,0.88,0.25,0.14,101.51,7.48,4.76,269.52,58.89,58963.52,29.53,98.2, 
7.56,8.3,0.85,0.31,0.14,99.09,5.01,2.76,274.71,43.53,63495.14,29.53,98.36, 
8.37,9.15,0.88,0.5,0.15,96.07,1.83,0.82,272.46,52.15,61785.32,29.54,98.51, 
9.14,9.97,0.92,0.52,0.15,94.59,1.54,1.94,270.3,62.02,60045.38,29.55,98.67, 
9.55,10.42,0.95,0.47,0.15,93.7,0.69,4.36,272.03,60.63,62009.7,29.56,98.83, 
9.95,10.87,1.02,0.51,0.16,93.73,-0.76,5.32,272.7,60.85,62756.36,29.57,98.98, 
10.63,11.58,1.07,0.58,0.16,93.68,0.56,4.46,268.63,79.85,59458.88,29.57,99.14, 
10.99,11.97,1.12,0.55,0.16,93.16,2.9,4.65,267.48,86.56,58622.26,29.58,99.29, 
11.35,12.34,1.13,0.61,0.16,91.78,3.74,5.47,268.11,85.74,59553.2,29.59,99.45, 
11.47,12.47,1.14,0.61,0.16,91.53,4.51,4.81,267.75,85.62,59135.45,29.6,99.61, 
11.55,12.55,1.14,0.6,0.16,91.22,4.45,3.87,268.28,83.61,59700.75,29.6,99.76, 
11.53,12.53,1.14,0.57,0.16,91.67,4.17,3.17,267.34,88.84,59143.19,29.61,99.92, 
11.38,12.37,1.14,0.57,0.16,92.29,6.14,3.4,266.65,89.67,58198.25,29.62,100.07, 
10.95,11.9,1.12,0.56,0.16,93.92,7.63,4.09,268.93,77.51,59657.54,29.62,100.23, 
10.66,11.6,1.11,0.61,0.16,94.08,6.52,3.17,270.99,68.43,61141.37,29.63,100.39, 
10.66,11.59,1.09,0.66,0.16,94.16,5.07,1.39,270.23,72.28,60550.98,29.63,100.54, 
10.72,11.66,1.09,0.64,0.16,94.02,5.37,1.34,268.87,78.47,59430.78,29.64,100.7, 
10.71,11.65,1.08,0.54,0.16,93.69,6.02,2.36,268.99,78.21,59338.37,29.64,100.86, 
10.87,11.82,1.1,0.51,0.16,92.45,5,3.3,269.79,78.65,60134.38,29.65,101.01, 
11.35,12.31,1.19,0.57,0.17,92.27,3.49,3.37,269.46,85.55,60265.64,29.65,101.17, 
12.79,13.87,1.58,0.72,0.17,92.51,3.09,3.67,269.78,84.76,60756.05,29.66,101.32, 
19.47,21.16,3.87,0.78,0.2,91.21,1.43,4.18,270.7,81.83,61798.59,29.66,101.48, 
25.14,27.38,6.19,0.71,0.23,90.61,-1.13,3.57,269.11,87.1,60664.15,29.67,101.64, 
27.13,29.46,6.97,0.71,0.24,89.83,-0.99,1.04,266.24,95.02,58359.46,29.67,101.79, 
34.36,36.83,9.55,1.14,0.27,89,-0.93,0.21,268.75,95.99,62040.36,29.68,101.95, 
55.83,60.1,15.77,2.49,0.38,95.42,-1.47,-1.09,274.15,97.17,71274.6,29.68,102.11, 
56.44,61.85,16.34,2.35,0.39,97.8,-0.5,-2.58,277.28,93.73,75969.21,29.68,102.26, 
57.05,64.02,15.44,2.76,0.4,96.96,-0.26,-2.18,279.13,92.2,78478.15,29.69,102.42, 
57.75,66.86,14.61,3.53,0.41,96.03,-0.81,-1.65,281.63,86.62,82086.05,29.69,102.57, 
59.95,69.94,15.42,4.48,0.43,93.69,-0.52,-0.88,282.9,83.57,84111.09,29.69,102.73, 
60.14,70.63,16.18,4.9,0.44,90.48,-0.29,-0.76,283.84,80.81,85117.02,29.7,102.89, 
60.62,71.59,16.05,5.75,0.44,88.52,-0.26,-0.59,285.26,75.94,86978.93,29.7,103.04, 
61.04,73.35,17.53,7.72,0.46,84.79,0.19,-0.39,287.2,70.08,89574.91,29.7,103.2, 
60.98,74.82,19.01,10.97,0.48,82.07,0.99,-0.41,288.94,65.91,92033.87,29.7,103.36, 
62.23,78.66,19.54,16.05,0.51,76.65,1.76,-1.06,291.32,59.2,95237.37,29.71,103.51, 
64.36,83.73,20.77,21.01,0.54,71.98,1.68,-1.31,292.35,56.67,96627.19,29.71,103.67, 
66.51,87.5,22.1,22.67,0.56,69.43,1.25,-1.46,291.91,58.18,96230.22,29.71,103.83, 
64.98,83.91,21.83,18.79,0.54,71.87,0.81,-1.33,291.99,57.55,96290.26,29.71,103.98, 
63.56,80.06,20.97,14.54,0.52,73.95,0.19,-1.27,291.95,57.26,96144.11,29.71,104.14, 
64.69,80.79,21.86,14.12,0.53,73.92,-0.09,-1.3,291.04,60.34,95126.87,29.71,104.3, 
66.9,84.24,21.74,15.32,0.55,72.09,0.08,-1.68,290.37,63.4,94378.02,29.71,104.45, 
66.06,85.07,20.64,15.95,0.58,71.57,0.18,-1.89,290.76,63.05,94823.6,29.71,104.61, 
63.78,83.26,17.32,14.14,0.61,71.77,0.08,-1.84,291.55,61.66,95812.02,29.71,104.77, 
61.17,80.25,16.65,13.48,0.65,71.57,-0.14,-1.64,292.29,60.48,96785.83,29.71,104.92, 
61.98,81.32,19.41,16.14,0.68,68.42,-0.66,-1.31,292.55,60.73,97275.26,29.71,105.08, 
61.73,77.84,19.07,12.93,0.67,69.89,-1.16,-0.92,292.42,62.13,97321.59,29.71,105.23, 
61.73,75.09,19.31,10.95,0.66,69.56,-1.45,-0.36,292.07,64.14,96998.48,29.71,105.39, 
62.13,73.76,20.85,11.03,0.65,67.93,-1.52,0.09,291.6,65.91,96435.41,29.71,105.55, 
61.76,73.11,23.79,11.9,0.67,66.29,-1.52,0.53,291.78,64.96,96704.56,29.71,105.7, 
62.16,73.66,27.7,12.78,0.67,65.48,-1.65,1.22,292.07,63.76,97175,29.71,105.86, 
62.54,75.26,30.63,13.63,0.68,65.02,-1.62,1.57,291.64,64.34,96671.97,29.71,106.02, 
63.86,81.68,35.24,17.19,0.72,60.39,-1.47,1.77,291.51,64.33,96651.42,29.71,106.17, 
65.94,92.25,41.66,22.78,0.79,51.75,-1.35,2.13,291.93,63.51,97524.78,29.71,106.33, 
68.72,98.96,46.11,28.81,0.85,42.77,-1.16,2.38,291.73,64.88,97565.27,29.71,106.49, 
70.71,100.96,48.74,30.91,0.87,39.26,-0.8,2.74,291.46,65.78,97461.2,29.7,106.64, 
63.5,75.55,30.58,12.35,0.74,65.05,-0.83,2.9,291.66,64.59,97727.16,29.7,106.8, 
60.68,68.01,25.13,9.11,0.69,70.36,-1.25,3.38,291.66,64.03,97496.78,29.7,106.96, 
58.83,64.33,23.85,7.93,0.64,74.43,-1.52,3.81,291.52,63.1,97061.78,29.7,107.11, 
58.41,66.32,31.84,11.77,0.63,71.97,-1.82,3.77,291.56,61.44,96893.16,29.69,107.27, 
56.52,63.08,30.42,9.92,0.59,73.55,-2.2,3.24,291.52,59.42,96557.72,29.69,107.43, 
54.73,58.3,20.01,4.71,0.51,80.11,-2.4,2.16,289.22,64.4,92961.16,29.69,107.58, 
57.21,60.68,17.18,3.81,0.48,79.86,-2.07,1.56,285.34,77.12,87913.14,29.68,107.74, 
58.55,62.38,16.76,3.53,0.46,79.68,-1.25,1.47,284.06,83.52,86804.76,29.68,107.89, 
61.21,65.87,17.63,3.56,0.47,78.96,-0.87,0.96,284.07,85.83,87350.04,29.68,108.05, 
64.14,69.81,18.97,4.65,0.47,76.52,-0.7,0.05,284.29,86.56,87863.14,29.67,108.21, 
66.4,72.93,21.27,5.67,0.48,75.42,-0.34,-0.01,286.31,81.56,91302.66,29.67,108.36, 
68.65,75.8,23.4,6.41,0.48,74.49,-0.47,0.56,287.63,77.35,93563.99,29.66,108.52, 
72.6,79.82,28.98,7.11,0.5,73.56,-0.54,0.89,286.54,81.23,92137.78,29.66,108.68, 
75.98,83.63,34.26,8.02,0.52,72.21,0.02,1.17,286.29,83.38,92102.88,29.65,108.83, 
75.06,82.66,30.85,6.82,0.52,74.7,0.26,1.37,286.88,80.73,92612.11,29.65,108.99, 
75.29,82.77,26.01,5.63,0.52,76.47,-0.03,1.38,286.3,82.43,91495.23,29.64,109.14, 
76.88,84.5,25.27,5.68,0.53,76.87,-0.25,1.33,286.59,82.33,91940.93,29.64,109.3, 
75.09,82.43,23.4,4.94,0.51,78.22,-0.41,1.21,287.02,81.02,92701.98,29.63,109.46, 
72.26,79.15,20.94,3.87,0.48,79.65,-0.11,0.78,286.15,83.07,91184.29,29.63,109.61, 
70.81,77.4,19.47,3.4,0.46,78.54,0.71,-0.09,285.97,83.34,90647.96,29.62,109.77, 
69.38,75.93,19.58,3.39,0.46,79.24,0.82,-0.09,287.37,79.18,92589.19,29.62,109.93, 
69.75,76.55,20.39,4.05,0.47,78.9,0.55,-0.18,288.14,77.94,94169.7,29.61,110.08, 
71.42,78.51,21.56,4.49,0.48,80.34,0.94,-0.44,287.9,78.55,93824.89,29.6,110.24, 
71.41,78.61,21.72,4.6,0.49,80.61,1.59,-0.89,288.06,76.99,93739.24,29.6,110.39, 
69.02,76.13,21.72,4.17,0.48,81.83,1.83,-1.02,289.11,71.94,94760.81,29.59,110.55, 
70.04,77.29,22.08,4.56,0.48,82.29,1.82,-0.73,289.35,70.3,94935.84,29.58,110.71, 
70.27,77.61,22.58,5.13,0.48,83.98,1.64,-0.82,289.81,67.35,95212.82,29.57,110.86, 
71.22,78.9,23.95,6.29,0.49,85.23,1.17,-0.96,291.28,62.23,97382.85,29.57,111.02, 
75.2,83.03,27.64,9.44,0.51,84.49,0.64,-1.08,292,60.12,98686.38,29.56,111.17, 
81.19,89.62,32.35,14.44,0.58,78.82,0.37,-1.03,292.35,59.09,99158.13,29.55,111.33, 
85.2,94.36,31.74,14.27,0.62,78.57,0.45,-0.95,293.04,57.26,100360.59,29.54,111.49, 
93.39,103.41,31.14,13.53,0.71,78.76,0.37,-0.84,293.08,57.98,100891.72,29.53,111.64, 
95.08,105.84,31.84,14.94,0.77,77.13,0.39,-0.78,292.95,59.05,101060.01,29.53,111.8, 
88.53,97.5,26.58,14.21,0.76,76.86,0.28,-0.37,293.03,60.03,101274.98,29.52,111.95, 
86.81,93.96,23.6,14.47,0.76,74.36,-0.2,0.46,293.11,60.45,101265.28,29.51,112.11, 
87.94,94.36,23.08,16.32,0.77,71.99,-0.48,1.4,293.19,61.43,101216.35,29.5,112.27, 
85.78,92.32,20.18,16.79,0.75,70.57,-0.66,2.38,293.22,62.05,101224.72,29.49,112.42, 
81.12,87.77,15.51,15.01,0.69,71.96,-0.67,2.41,293.02,62.79,101171.05,29.48,112.58, 
77.41,83.75,13.87,14.28,0.67,71.39,-0.58,2.36,292.67,63.3,101147.16,29.47,112.73, 
76.75,82.79,13.92,15.82,0.68,69.56,-0.46,2.4,292.63,63.09,101295.22,29.46,112.89, 
89.69,98.36,19.76,31.3,0.85,54.91,-0.3,2.4,292.59,62.91,101429.83,29.45,113.04, 
91.23,99.03,18.42,30.43,0.85,54.75,-0.52,2.51,292.48,64.27,101027,29.44,113.2, 
86.66,91.35,14.58,20.89,0.76,62.57,-0.67,2.72,292.03,65.61,100147.11,29.43,113.36, 
85.61,88.81,13.11,16.23,0.72,67.5,-0.23,2.69,290.9,69.43,98504.15,29.42,113.51, 
89.59,91.06,12.96,14.28,0.72,69.65,0.48,2.04,289.78,73.82,97510.59,29.41,113.67, 
97.39,97.64,14.44,15.97,0.77,68.62,0.75,1.57,290.22,74.3,99056.37,29.4,113.82, 
91.68,92.28,13.69,13.11,0.73,71.69,0.29,1.56,290.66,72.42,99663.73,29.38,113.98, 
85.48,87.35,12.63,9.97,0.68,75.6,-0.09,1.85,289.98,72.59,97592.93,29.37,114.13, 
85.53,88.75,12.6,9.31,0.68,77.38,-0.23,1.39,288.86,75.81,95980.42,29.36,114.29, 
85.35,90.04,12.8,9.34,0.67,78.25,-0.65,1.16,288.15,79.22,95525.7,29.35,114.44, 
83.1,89.08,12.91,9.46,0.66,78.6,-0.77,0.85,287.92,81.59,96347.65,29.34,114.6, 
76.79,83.78,12.94,8.53,0.63,80.9,-0.89,0.15,288.47,80.87,97922.05,29.32,114.75, 
72.25,80.35,13.01,8.71,0.61,80.46,-1.03,-0.18,288.71,81.05,98735.66,29.31,114.91, 
66.75,76.1,13.03,9.42,0.61,79.68,-1.42,-0.08,289.06,80.96,99604.23,29.3,115.06, 
65.59,77.45,12.87,12.13,0.63,75.26,-1.86,0.1,288.82,81.47,100402.55,29.29,115.22, 
60.21,72.03,12.82,11.06,0.61,71.54,-1.47,-0.6,288.91,80.09,100102.3,29.27,115.37, 
58.42,71.61,12.92,12.18,0.62,68.42,-1.24,-0.89,288.57,82.32,99829.45,29.26,115.53, 
54.85,68.63,12.36,13.69,0.61,63.45,-1.5,-0.97,288.81,82.08,100711.18,29.25,115.68, 
50.69,63.87,11.35,13.07,0.57,63.34,-2.55,-0.58,289.1,82.29,101514.29,29.23,115.84, 
48.1,61.34,9.51,11.72,0.54,63.19,-3.62,0.02,288.56,85.62,101614.14,29.22,115.99, 
45.33,56.81,8.6,9.95,0.51,63.21,-3.96,0.18,288.63,84.64,101538.52,29.2,116.15, 
45.12,57.03,8.82,10.35,0.5,61.77,-3.96,0.2,288.53,84.54,101442.79,29.19,116.3, 
45.34,56.42,9.22,11.4,0.5,59.65,-3.76,0.3,288.68,83.56,101605.34,29.18,116.46, 
45.04,54.82,9.6,12.27,0.5,57.31,-3.73,0.53,288.82,82,101640.77,29.16,116.61, 
42.56,50.49,9.55,11.54,0.46,55.92,-4.12,0.63,288.99,79.59,101495.42,29.15,116.77, 
40.68,48.1,9.44,11.22,0.44,56.86,-4.58,0.5,288.68,79.84,101208.5,29.13,116.92, 
41.68,49.66,9.39,11.7,0.42,58.34,-4.68,-0.06,288.12,80.78,100700.35,29.12,117.08, 
44.49,53.12,8.91,12.3,0.41,58.58,-4.52,-1.07,287.55,82.06,100424.33,29.1,117.23, 
49.87,60.26,9,14.61,0.42,57.45,-4.02,-1.91,287.31,82.27,100500.78,29.08,117.38, 
53.5,66.57,10.31,17.17,0.43,55.76,-3.43,-2.21,287.58,80.59,100749.47,29.07,117.54, 
59.8,82.38,15.9,20.3,0.47,54.44,-3.21,-1.08,288.04,77.99,100713.83,29.05,117.69, 
63.77,95.46,21.54,21.8,0.51,55.67,-3.93,1.26,287.89,76.51,99572.23,29.04,117.85, 
69.34,108.87,26.5,24.2,0.56,55.46,-4.45,1.88,286.09,80.36,97368.17,29.02,118, 
73.12,114.58,28.12,28.74,0.6,52.4,-3.57,0.52,284.55,85.21,96480.04,29,118.16, 
76.81,121.01,31.91,34.26,0.66,51.11,-3.05,-0.5,285.11,82.89,98119.75,28.99,118.31, 
79.62,126.36,35.91,39.46,0.71,48.61,-3.91,-1,286.1,78.98,99782.44,28.97,118.46, 
83.35,133.62,42.36,45.56,0.77,46.1,-4.41,-2.44,286.28,77.41,100246.28,28.95,118.62, 
89.63,144.61,49.27,52.74,0.84,41.69,-3.87,-3.57,286.03,78.29,100578.12,28.93,118.77, 
90.35,143.6,48.61,53.93,0.85,40.82,-2.71,-2.45,285.54,79.13,99945.85,28.92,118.93, 
76.99,116.78,36.68,45.79,0.76,47.69,-1.69,0.51,285.65,75.25,98586.3,28.9,119.08, 
67.55,99.33,32.39,41.04,0.68,53.17,-1.8,2.44,285.69,72.73,97553.23,28.88,119.23, 
63.03,90.38,26.32,34.61,0.64,59.25,-1.93,3.95,285.16,73.52,95446.09,28.86,119.39, 
61.34,86.73,22.26,31.38,0.63,62.44,-1.42,4.27,284.81,75.27,95402.63,28.84,119.54, 
61.61,87.6,20.95,32.62,0.65,61.87,-1.19,3.41,285.51,74.6,98175.28,28.83,119.69, 
60.4,85.19,19.74,32.37,0.65,63.98,-1.35,2.45,285.87,73.46,98558.29,28.81,119.85, 
59.07,82.8,18.96,34,0.64,62.99,-1.68,1.69,285.74,74.12,98187.15,28.79,120, 
50.83,69.72,14.07,28.94,0.56,66.04,-2.7,1.08,285.8,76.24,98170.91,28.77,120.15, 
44.8,60.24,10.43,25.3,0.49,67.74,-3.83,1.48,285.03,80.14,96969.69,28.75,120.31, 
44.94,60.89,10.02,27.82,0.49,63.96,-3.33,1.46,284.56,83.03,96931.85,28.73,120.46, 
42.94,58.95,9.64,28.02,0.47,65.55,-2.58,0.8,285.01,81.98,98008.68,28.71,120.61, 
42.79,58.96,9.19,27.64,0.48,65.9,-3.74,1.79,284.27,84.8,96597.38,28.69,120.77, 
45.27,62.85,9.5,29.34,0.49,64.02,-3.31,1.11,282.75,93.25,95569.68,28.67,120.92, 
52.51,76.03,12.31,38.41,0.57,61.84,-0.89,-0.75,283.9,94.4,99101.87,28.65,121.07, 
69.88,109.3,21.87,57.67,0.76,57.74,-0.05,-1.36,285.2,90.6,101809.02,28.63,121.23, 
60.93,95.92,18.82,50.63,0.67,65.07,-0.54,-2.08,285.33,91.28,101875.18,28.61,121.38, 
8.4,9.23,1,0.51,0.14,92.4,9.11,-2.37,264.19,61.06,53222.39,28.34,85.85, 
8.08,8.89,0.92,0.49,0.14,94.41,4.88,1.66,266.5,61.41,55820.54,28.36,86.01, 
8.09,8.93,0.92,0.47,0.15,97.52,5.36,3.36,264.39,70.98,54249.62,28.38,86.16, 
7.84,8.65,0.9,0.41,0.14,96.01,10.28,2.49,261.56,75.85,51670.34,28.41,86.31, 
7.44,8.14,0.83,0.37,0.14,97.05,12.51,2.26,265.27,56.67,54097.52,28.43,86.46, 
6.87,7.51,0.77,0.35,0.14,96.88,10.61,1.44,269.57,44.72,57586.06,28.46,86.61, 
6.47,7.09,0.72,0.33,0.14,98.07,9.19,-1.2,269.12,47.2,57412.96,28.48,86.77, 
6.14,6.74,0.67,0.31,0.14,99.01,8.9,-2.6,268.94,49.45,57384.55,28.5,86.92, 
5.88,6.46,0.64,0.3,0.14,99.71,8.99,-1.97,268.62,51.81,57229.01,28.52,87.07, 
5.66,6.22,0.62,0.3,0.13,100.76,9.79,-2.23,268,54.26,56715.47,28.55,87.22, 
5.36,5.89,0.58,0.3,0.13,101.37,10.22,-3.45,269.43,50.59,57910.15,28.57,87.38, 
5.09,5.58,0.56,0.3,0.13,102,10.54,-2.92,270.14,48.88,58523.81,28.59,87.53, 
4.97,5.44,0.54,0.3,0.13,102.2,10.97,-1.09,270.07,48.73,58352.54,28.61,87.68, 
5.02,5.49,0.53,0.32,0.13,101.41,9.96,1.18,270.41,47.84,58661.36,28.64,87.83, 
5.14,5.62,0.52,0.32,0.13,101.24,8.69,1.49,268.42,53.35,57197.07,28.66,87.99, 
5.12,5.6,0.51,0.29,0.13,100.91,9.48,1.04,264.26,67.62,53834.33,28.68,88.14, 
4.97,5.42,0.5,0.25,0.13,100.79,12.39,1.68,261.7,75.5,51645.11,28.7,88.29, 
4.93,5.34,0.5,0.23,0.13,101.73,14.54,2.35,263.47,64.25,52446.61,28.72,88.44, 
4.86,5.27,0.5,0.22,0.13,102.34,13.57,2.95,267.04,49.19,54786.9,28.74,88.6, 
4.79,5.21,0.49,0.22,0.13,102.91,11.45,3.05,269.6,41.08,56659.79,28.76,88.75, 
4.76,5.18,0.49,0.22,0.13,103.76,10.59,2.45,270.14,39.28,57047.1,28.78,88.9, 
4.78,5.2,0.49,0.23,0.13,104.52,10.74,1.88,269.65,39.96,56593.31,28.8,89.06, 
4.79,5.21,0.48,0.24,0.13,105.01,10.78,1.77,269.68,39.41,56502.13,28.82,89.21, 
4.75,5.16,0.48,0.25,0.13,104.96,10.25,1.71,270.94,36.2,57359.11,28.84,89.36, 
4.64,5.06,0.47,0.3,0.13,104.35,8.75,1.29,273.4,31.46,59328.86,28.86,89.52, 
4.59,5.02,0.46,0.35,0.13,104.22,7.73,0.85,272.66,33.35,58920.28,28.88,89.67, 
4.63,5.07,0.46,0.32,0.13,103.39,7.99,1.18,269.69,39.95,56588.62,28.9,89.82, 
4.6,5.04,0.47,0.29,0.13,103.69,8.69,2.8,267.68,45.52,55078.77,28.92,89.98, 
4.54,4.98,0.45,0.26,0.13,103.85,11.87,3.3,264.3,58.93,52631.79,28.94,90.13, 
4.54,5.04,0.47,0.28,0.13,102.08,15.5,2.75,264.63,55.23,52690.09,28.96,90.28, 
4.39,5.32,0.48,0.32,0.14,101.6,14.09,0.65,270.37,40.73,56547.34,28.98,90.44, 
4.43,5.71,0.5,0.41,0.16,101.19,9.57,-1.44,272.14,35.83,57801.49,29,90.59, 
4.96,7.18,0.57,0.64,0.26,102.13,6.65,0.49,270.47,45.46,57042.25,29.02,90.75, 
6.12,9.72,0.75,0.84,0.44,103.46,5.81,2.88,269.55,52.31,56628.29,29.03,90.9, 
7.65,12.93,1,1.03,0.64,104.57,5.58,5.22,268.98,57.55,56357.54,29.05,91.05, 
8.28,14.13,1.11,1.04,0.68,102.8,5.37,6.34,269.92,56.73,57247.86,29.07,91.21, 
8.42,13.75,1.1,0.92,0.59,102.6,5.83,6.19,270.67,55.14,57839.02,29.09,91.36, 
8.16,12.32,1.02,0.82,0.42,101.44,5.99,5.36,272.44,49.32,59096.64,29.1,91.52, 
7.69,10.53,0.94,0.74,0.26,98.74,4.81,5.56,276.25,39.93,62561.04,29.12,91.67, 
7.31,9.08,0.85,0.59,0.17,98.97,4.6,5.42,276.78,38.4,63171.84,29.14,91.82, 
7.13,8.28,0.77,0.46,0.15,100.21,5.72,3.84,273.85,44.27,60477.03,29.16,91.98, 
6.94,7.84,0.73,0.38,0.15,100.48,6.15,2.49,271.86,49.32,58667.07,29.17,92.13, 
6.86,7.66,0.68,0.39,0.14,101.53,5.46,1.81,269.73,57.32,57021.17,29.19,92.29, 
6.44,7.19,0.62,0.45,0.14,100.85,4.16,1.69,268.75,66.09,56467.19,29.2,92.44, 
6.79,7.57,0.65,0.54,0.14,100.49,2.61,2.1,269.38,67.73,57212,29.22,92.6, 
9.78,10.8,0.89,0.59,0.16,98.2,0.75,3.05,270.15,68.9,58189.25,29.24,92.75, 
13.4,14.71,1.21,0.64,0.17,99.34,-0.72,3.43,269.89,74.53,58361.16,29.25,92.91, 
16.58,18.01,1.56,0.76,0.19,99.19,-0.57,3.84,268.13,83.49,57259.6,29.27,93.06, 
18.57,20.31,1.73,0.69,0.2,100.4,0.52,5.01,267.6,89.62,57157.8,29.28,93.22, 
19.36,21.14,1.81,0.6,0.2,102.01,0.31,5.34,269.47,87.18,59492.57,29.3,93.37, 
19.89,21.82,1.83,0.56,0.21,103.4,-1.09,5.64,270.66,83.16,60708.59,29.31,93.53, 
21.84,23.96,2.03,0.63,0.21,103.74,-0.63,7.48,267.64,93.84,57872.45,29.33,93.68, 
24.03,26.35,2.21,0.91,0.23,103.53,-0.06,6.81,267.52,94.62,57991.25,29.34,93.84, 
24.94,27.25,2.32,1.3,0.23,103.42,-1.39,5.03,268.94,94.67,60249.29,29.35,93.99, 
24.88,27.15,2.37,1.27,0.23,104.29,-0.88,6.09,268.15,97.16,59520.76,29.37,94.15, 
23.8,25.98,2.41,1.2,0.23,105.45,0.76,7.21,270.07,94.76,62102.96,29.38,94.3, 
21.34,23.37,2.33,0.93,0.22,106.6,0.43,7.63,274.22,78.07,65953.59,29.4,94.46, 
19.82,21.75,2.23,0.66,0.21,105.83,-1.24,7.29,272.93,81.55,64072.76,29.41,94.61, 
18.57,20.34,2.1,0.45,0.19,103.67,-2.25,8.48,269.95,90.44,61136.71,29.42,94.77, 
17.31,18.95,1.83,0.41,0.19,99.21,-1.94,9.08,268.81,98.48,60397.32,29.43,94.92, 
16.25,17.87,1.84,0.34,0.18,100.55,-0.12,7.47,270.09,99.62,62495.45,29.45,95.08, 
15.58,17.19,1.89,0.34,0.18,99.6,1.49,3.88,276.94,80.37,71333.44,29.46,95.23, 
13.76,15.31,1.82,0.35,0.18,99.82,1.3,-0.26,282.73,62.71,79647.01,29.47,95.39, 
14.37,15.76,1.67,0.49,0.18,99.79,1.12,0.31,278.64,72.86,73872.89,29.48,95.54, 
14.46,15.69,1.62,0.55,0.18,102.48,-0.02,5.9,272.45,85.28,64968.02,29.5,95.7, 
13.42,14.54,1.47,0.62,0.17,102.83,-1.09,8.74,270.06,82.16,61854.16,29.51,95.85, 
12.48,13.55,1.32,0.77,0.17,102.16,-1.37,9.87,268.38,81.55,60060.1,29.52,96.01, 
11.63,12.66,1.24,0.78,0.16,102.33,-1.63,10.46,267.15,83.87,59207.06,29.53,96.17, 
10.44,11.13,1.21,0.64,0.15,103.26,-0.4,10.26,268.02,71.65,58963.99,29.54,96.32, 
9.14,9.86,0.95,0.56,0.14,101.39,2.62,11.4,267.22,63.55,56809.05,29.55,96.48, 
8.42,9.1,0.9,0.39,0.13,98.55,4.83,7.88,265.88,62.06,55155.37,29.56,96.63, 
8.31,8.93,0.87,0.32,0.13,96.26,4.01,3.84,264.53,65.91,54066.62,29.57,96.79, 
8.77,9.46,0.88,0.3,0.14,90.75,1.63,1.79,263.7,76.74,53799.77,29.59,96.94, 
9.35,10.1,0.98,0.31,0.14,92.55,0.73,1.49,266.53,76.39,58155.49,29.6,97.1, 
9.69,10.46,1.08,0.32,0.16,94.87,1.9,3.2,271.75,64.3,64879.59,29.61,97.26, 
8.68,9.41,1.02,0.27,0.15,97.6,1.83,3.5,275,55.87,68146.12,29.62,97.41, 
8.4,9.11,0.95,0.25,0.15,98.78,1.7,1.89,272.45,61.01,64699.57,29.62,97.57, 
8.69,9.45,0.98,0.34,0.15,99.73,2.34,0.81,269.31,68.97,60791.83,29.63,97.72, 
8.56,9.34,0.95,0.39,0.15,100.68,2.85,1.61,267.41,75.7,58710.5,29.64,97.88, 
8.19,8.95,0.9,0.32,0.14,101.19,6.1,2.99,265.48,78.54,56227.76,29.65,98.04, 
7.84,8.58,0.87,0.3,0.14,101.41,7.11,2.83,270.57,55.15,59625.43,29.66,98.19, 
7.53,8.28,0.84,0.42,0.15,99.09,3.07,1.21,274.83,44.55,63722.51,29.67,98.35, 
8.22,9,0.87,0.58,0.15,97.51,1.79,1.3,272.08,53.2,61342.44,29.68,98.5, 
8.87,9.69,0.9,0.58,0.15,96.57,2.58,1.65,270.35,61.29,59839.36,29.69,98.66, 
9.33,10.19,0.92,0.52,0.15,93.49,1.49,3.51,272.78,57.74,62583,29.69,98.82, 
9.52,10.42,0.97,0.51,0.16,94.22,0.18,4.97,274.01,54.94,63734.12,29.7,98.97, 
10.14,11.06,1.02,0.54,0.16,94.22,1.7,4.81,269.32,70.74,59426.75,29.71,99.13, 
10.52,11.46,1.05,0.49,0.16,93.87,3.93,4.16,267.69,81.19,58332.52,29.72,99.29, 
10.71,11.67,1.06,0.5,0.16,93.18,3.94,4.02,268.74,79.41,59632.52,29.72,99.44, 
10.93,11.9,1.08,0.5,0.16,92.63,4.08,3.92,268.06,83.35,59220.72,29.73,99.6, 
11.15,12.13,1.09,0.49,0.16,92.02,4.01,3.63,268.13,84.41,59614.67,29.74,99.75, 
11.26,12.24,1.09,0.47,0.16,91.81,4.51,4.12,266.68,89.04,58332.41,29.74,99.91, 
11.14,12.11,1.08,0.46,0.16,92.23,7.16,3.68,266.2,89.19,57452.28,29.75,100.07, 
10.71,11.65,1.07,0.5,0.16,93.14,7.62,3.09,269.88,71.95,60147.54,29.76,100.22, 
